context	question	pred_answer	label	pred_verify
One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial	What is Creon trying to stop Antigone from doing in the play? 	giving her brother Polynices a proper burial	0	1
 Most notable is the Murray River system	How high are Victoria's river regions?	Murray River system	1	1
 An attorney may seek changes or exemptions in the law that governs the land where the building will be built, either by arguing that a rule is inapplicable (the bridge design will not cause a collapse), or that the custom is no longer needed (acceptance of live-work spaces has grown in the community)	What is one way an attorney tries to get a business district changed?	by arguing that a rule is inapplicable	1	1
 Defense Secretary Robert Gates called for establishing something similar to the defunct U	 What position in the government was Robert Gates fired from?	Defense Secretary	1	1
 Available studies support a performance boost from enriched O
2 mixtures only if they are breathed during aerobic exercise	What type of exercise does research show receives a boost in performance from oxygen?	aerobic	0	1
 The majority of the forest is contained within Brazil, with 60% of the rainforest, followed by Peru with 13%, Colombia with 10%, and with minor amounts in Venezuela, Ecuador, Bolivia, Guyana, Suriname and French Guiana	In what country can most of the Amazon rainforest be found?	Brazil	0	0
Barred by the government from settling in New France, Huguenots led by Jessé de Forest, sailed to North America in 1624 and settled instead in the Dutch colony of New Netherland (later incorporated into New York and New Jersey); as well as Great Britain's colonies, including Nova Scotia	Besides Nova Scotia what was another British colony in North America?	New Netherland	1	0
The heat required for boiling the water and supplying the steam can be derived from various sources, most commonly from burning combustible materials with an appropriate supply of air in a closed space (called variously combustion chamber, firebox)	What is the usual source of heat for boiling water in the steam engine?	burning combustible materials	0	0
 Others are sequential hermaphrodites, in which the eggs and sperm mature at different times	What is a trait of sequential hermaphrodites?	the eggs and sperm mature at different times	0	1
Of course, some complexity classes have complicated definitions that do not fit into this framework	What variable is easy to establish in a framework for complexity classes?	definitions	1	0
 The warfare was definitively quelled in 1598, when Henry of Navarre, having succeeded to the French throne as Henry IV, and having recanted Protestantism in favour of Roman Catholicism, issued the Edict of Nantes	When did Henry issue the Edict of Nantes?	1598	0	1
 Three more flows carry significant amounts of water: the Nieuwe Merwede ("New Merwede"), which branches off from the southern branch where it changes from Boven to Beneden Merwede; the Oude Maas ("Old Meuse"), which branches off from the southern branch where it changes from Beneden Merwede into Noord, and Dordtse Kil, which branches off from Oude Maas	How many more flows carry insignificant amounts of water?	Three	1	1
 The Victorian Constitution can be amended by the Parliament of Victoria, except for certain "entrenched" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision	What are the exceptions in the constitutions that fall under state responsibility?	an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum	1	0
 The college's academics are divided into five divisions: the Biological Sciences Collegiate Division, the Physical Sciences Collegiate Division, the Social Sciences Collegiate Division, the Humanities Collegiate Division, and the New Collegiate Division	The college's University is divided into how many divisions?	five	1	0
 Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival	What event is held at Port Sunshine in Victoria?	Port Fairy Folk Festival	1	1
 The debate is summarized in "The Hidden Prosperity of the Poor" by journalist Thomas B	What is Thomas B. Edsall's profession?	journalist	0	1
It was shown by Ladner that if P ≠ NP then there exist problems in NP that are neither in P nor NP-complete	Who showed that if P=NQ then there exists problems in NQ that are neither P nor NQ-complete?	Ladner	1	0
